GDG,question_id,included_article_id,included_postfulltext,included_reference,same_study_diff_article,notes,author_1_extract,year_pub_extract,author_year_format,included_article_doi,included_article_pmid,oa_id,ss_id,title_if_unavailable,title,pmid_sent,doi_sent
4.0,4.2 / 4.3,709,85.0,"Bhattacharya SM, Jha A, DasMukhopadhyay L. Comparison of two contraceptive pills containing drospirenone and 20 μg or 30 μg ethinyl estradiol for polycystic ovary syndrome. Int J Gynaecol Obstet. 2016;132(2):210-3.",primary_citation,,Bhattacharya SM,2016,"Bhattacharya SM et al., 2016",10.1016/j.ijgo.2015.06.065,,,,,Comparison of two contraceptive pills containing drospirenone and 20 μg or 30 μg ethinyl estradiol for polycystic ovary syndrome,pmid:26613823,10.1016/j.ijgo.2015.06.065
4.0,4.2 / 4.3,710,85.0,"Bilgir O, Kebapcilar L, Taner C, Bilgir F, Kebapcilar A, Bozkaya G, et al. The effect of ethinylestradiol (EE)/cyproterone acetate (CA) and EE/CA plus metformin treatment on adhesion molecules in cases with polycystic ovary syndrome (PCOS). Intern Med. 2009;48(14):1193-9.",primary_citation,,Bilgir O,2009,"Bilgir O et al., 2009",10.2169/internalmedicine.48.2177,,,,,The Effect of Ethinylestradiol (EE)/Cyproterone Acetate (CA) and EE/CA Plus Metformin Treatment on Adhesion Molecules in Cases with Polycystic Ovary Syndrome (PCOS),pmid:19602786,10.2169/internalmedicine.48.2177
4.0,4.2 / 4.3,711,85.0,"Bodur S, Dundar O, Kanat-Pektas M, Kinci MF, Tutuncu L. The effects of different therapeutic modalities on cardiovascular risk factors in women with polycystıc ovary syndrome: A randomızed controlled study. Taiwan J Obstet Gynecol. 2018;57(3):411-6.",primary_citation,,Bodur S,2018,"Bodur S et al., 2018",10.1016/j.tjog.2018.04.015,,,,,The effects of different therapeutic modalities on cardiovascular risk factors in women with polycystıc ovary syndrome: A randomızed controlled study,pmid:29880175,10.1016/j.tjog.2018.04.015
4.0,4.2 / 4.3,712,85.0,"Cagnacci A, Tirelli A, Renzi A, Paoletti AM, Volpe A. Effects of two different oral contraceptives on homocysteine metabolism in women with polycystic ovary syndrome. Contraception. 2006;73(4):348-51.",primary_citation,,Cagnacci A,2006,"Cagnacci A et al., 2006",10.1016/j.contraception.2005.09.011,,,,,Effects of two different oral contraceptives on homocysteine metabolism in women with polycystic ovary syndrome,pmid:16531164,10.1016/j.contraception.2005.09.011
4.0,4.2 / 4.3,713,85.0,"Cetinkalp S, Karadeniz M, Erdogan M, Ozgen G, Saygl F, Ylmaz C. The effects of rosiglitazone, metformin, and estradiol-cyproterone acetate on lean patients with polycystic ovary syndrome. The Endocrinologist (Baltimore, Md). 2009;19(3):94-7.",primary_citation,,Cetinkalp S,2009,"Cetinkalp S et al., 2009",10.1097/ten.0b013e3181a58772,,,,,"The Effects of Rosiglitazone, Metformin, and Estradiol-Cyproterone Acetate on Lean Patients With Polycystic Ovary Syndrome",,10.1097/ten.0b013e3181a58772
4.0,4.2 / 4.3,714,85.0,"Christakou C, Kollias A, Piperi C, Katsikis I, Panidis D, Diamanti-Kandarakis E. The benefit-to-risk ratio of common treatments in PCOS: effect of oral contraceptives versus metformin on atherogenic markers. Hormones (Athens). 2014;13(4):488-97.",primary_citation,,Christakou C,2014,"Christakou C et al., 2014",10.14310/horm.2002.1553,,,,,The benefit-to-risk ratio of common treatments in PCOS: effect of oral contraceptives versus metformin on atherogenic markers,pmid:25555182,10.14310/horm.2002.1553
4.0,4.2 / 4.3,715,85.0,"Cibula D, Fanta M, Vrbikova J, Stanicka S, Dvorakova K, Hill M, et al. The effect of combination therapy with metformin and combined oral contraceptives (COC) versus COC alone on insulin sensitivity, hyperandrogenaemia, SHBG and lipids in PCOS patients. Human reproduction (Oxford, England). 2005;20(1):180-4.",primary_citation,,Cibula D,2005,"Cibula D et al., 2005",10.1093/humrep/deh588,,,,,"The effect of combination therapy with metformin and combined oral contraceptives (COC) versus COC alone on insulin sensitivity, hyperandrogenaemia, SHBG and lipids in PCOS patients",pmid:15576394,10.1093/humrep/deh588
4.0,4.2 / 4.3,716,85.0,"Chung JP, Yiu AK, Chung TK, Chan SS. A randomized crossover study of medroxyprogesterone acetate and Diane-35 in adolescent girls with polycystic ovarian syndrome. J Pediatr Adolesc Gynecol. 2014;27(3):166-71.",primary_citation,,Chung JP,2014,"Chung JP et al., 2014",10.1016/j.jpag.2013.09.011,,,,,A Randomized Crossover Study of Medroxyprogesterone Acetate and Diane-35 in Adolescent Girls with Polycystic Ovarian Syndrome,pmid:24656700,10.1016/j.jpag.2013.09.011
4.0,4.2 / 4.3,717,85.0,"Dardzińska JA, Rachoń D, Kuligowska-Jakubowska M, Aleksandrowicz-Wrona E, Płoszyński A, Wyrzykowski B, et al. Effects of metformin or an oral contraceptive containing cyproterone acetate on serum c-reactive protein, interleukin-6 and soluble vascular cell adhesion molecule-1 concentrations in women with polycystic ovary syndrome. Exp Clin Endocrinol Diabetes. 2014;122(2):118-25.",primary_citation,,Dardzińska JA,2014,"Dardzińska JA et al., 2014",10.1055/s-0033-1363261,,,,,"Effects of Metformin or an Oral Contraceptive Containing Cyproterone Acetate on Serum C-reactive Protein, Interleukin-6 and Soluble Vascular Cell Adhesion Molecule-1 Concentrations in Women with Polycystic Ovary Syndrome",pmid:24554512,10.1055/s-0033-1363261
4.0,4.2 / 4.3,718,85.0,"De Leo V, Di Sabatino A, Musacchio MC, Morgante G, Scolaro V, Cianci A, et al. Effect of oral contraceptives on markers of hyperandrogenism and SHBG in women with polycystic ovary syndrome. Contraception. 2010;82(3):276-80.",primary_citation,,De Leo V,2010,"De Leo V et al., 2010",10.1016/j.contraception.2010.04.002,,,,,Effect of oral contraceptives on markers of hyperandrogenism and SHBG in women with polycystic ovary syndrome,pmid:20705157,10.1016/j.contraception.2010.04.002
4.0,4.2 / 4.3,719,85.0,"Dorgham N, Sharobim A, Haggag H, El-Kalioby M, Dorgham D. Adding Combined Oral Contraceptives or Metformin to Laser Treatment in Polycystic Ovarian Syndrome Hirsute Patients. J Drugs Dermatol. 2021;20(3):302-6.",primary_citation,,Dorgham N,2021,"Dorgham N et al., 2021",,,,,,,,
4.0,4.2 / 4.3,720,85.0,"El Maghraby HA, Nafee T, Guiziry D, Elnashar A. Randomized controlled trial of the effects of metformin versus combined oral contraceptives in adolescent PCOS women through a 24 month follow up period. Middle East Fertility Society journal. 2015;20(3):131-7.",primary_citation,,El Maghraby HA,2015,"El Maghraby HA et al., 2015",10.1016/j.mefs.2014.10.003,,,,,Randomized controlled trial of the effects of metformin versus combined oral contraceptives in adolescent PCOS women through a 24month follow up period,,10.1016/j.mefs.2014.10.003
4.0,4.2 / 4.3,721,85.0,"Elter K, Imir G, Durmusoglu F. Clinical, endocrine and metabolic effects of metformin added to ethinyl estradiol-cyproterone acetate in non-obese women with polycystic ovarian syndrome: a randomized controlled study. Human Reproduction. 2002;17(7):1729-37.",primary_citation,,Elter K,2002,"Elter K et al., 2002",10.1093/humrep/17.7.1729,,,,,"Clinical, endocrine and metabolic effects of metformin added to ethinyl estradiol-cyproterone acetate in non-obese women with polycystic ovarian syndrome: a randomized controlled study",pmid:12093831,10.1093/humrep/17.7.1729
4.0,4.2 / 4.3,722,85.0,"Essah PA, Arrowood JA, Cheang KI, Adawadkar SS, Stovall DW, Nestler JE. Effect of combined metformin and oral contraceptive therapy on metabolic factors and endothelial function in overweight and obese women with polycystic ovary syndrome. Fertil Steril. 2011;96(2):501-4.e2.",primary_citation,,Essah PA,2011,"Essah PA et al., 2011",10.1016/j.fertnstert.2011.05.091,,,,,Effect of combined metformin and oral contraceptive therapy on metabolic factors and endothelial function in overweight and obese women with polycystic ovary syndrome,pmid:21733508,10.1016/j.fertnstert.2011.05.091
4.0,4.2 / 4.3,723,85.0,"Feng W, Jia YY, Zhang DY, Shi HR. Management of polycystic ovarian syndrome with Diane-35 or Diane-35 plus metformin. Gynecol Endocrinol. 2016;32(2):147-50.",primary_citation,,Feng W,2016,"Feng W et al., 2016",10.3109/09513590.2015.1101441,,,,,Management of polycystic ovarian syndrome with Diane-35 or Diane-35 plus metformin,pmid:26507097,10.3109/09513590.2015.1101441
4.0,4.2 / 4.3,724,85.0,"Fonseka S, Wijeyaratne CN, Gawarammana IB, Kalupahana NS, Rosairo S, Ratnatunga N, et al. Effectiveness of Low-dose Ethinylestradiol/Cyproterone Acetate and Ethinylestradiol/Desogestrel with and without Metformin on Hirsutism in Polycystic Ovary Syndrome: A Randomized, Double-blind, Triple-dummy Study. J Clin Aesthet Dermatol. 2020;13(7):18-23.",primary_citation,,Fonseka S,2020,"Fonseka S et al., 2020",,32983332.0,W3088805748,222155349.0,,"Effectiveness of Low-dose Ethinylestradiol/Cyproterone Acetate and Ethinylestradiol/Desogestrel with and without Metformin on Hirsutism in Polycystic Ovary Syndrome: A Randomized, Double-blind, Triple-dummy Study.",pmid:32983332,
4.0,4.2 / 4.3,725,85.0,"Glintborg D, Altinok ML, Mumm H, Hermann AP, Ravn P, Andersen M. Body composition is improved during 12 months' treatment with metformin alone or combined with oral contraceptives compared with treatment with oral contraceptives in polycystic ovary syndrome. The Journal of clinical endocrinology and metabolism. 2014;99(7):2584-91.",primary_citation,,Glintborg D,2014,"Glintborg D et al., 2014",10.1210/jc.2014-1135,,,,,Body Composition Is Improved During 12 Months' Treatment With Metformin Alone or Combined With Oral Contraceptives Compared With Treatment With Oral Contraceptives in Polycystic Ovary Syndrome,pmid:24742124,10.1210/jc.2014-1135
4.0,4.2 / 4.3,726,85.0,"Glintborg D, Mumm H, Altinok ML, Richelsen B, Bruun JM, Andersen M. Adiponectin, interleukin-6, monocyte chemoattractant protein-1, and regional fat mass during 12-month randomized treatment with metformin and/or oral contraceptives in polycystic ovary syndrome. J Endocrinol Invest. 2014;37(8):757-64.",primary_citation,,Glintborg D,2014,"Glintborg D et al., 2014",10.1007/s40618-014-0103-8,,,,,"Adiponectin, interleukin-6, monocyte chemoattractant protein-1, and regional fat mass during 12-month randomized treatment with metformin and/or oral contraceptives in polycystic ovary syndrome",pmid:24906976,10.1007/s40618-014-0103-8
4.0,4.2 / 4.3,727,85.0,"Altinok ML, Ravn P, Andersen M, Glintborg D. Effect of 12-month treatment with metformin and/or oral contraceptives on health-related quality of life in polycystic ovary syndrome. Gynecol Endocrinol. 2018;34(10):859-63.",primary_citation,,Altinok ML,2018,"Altinok ML et al., 2018",10.1080/09513590.2018.1460343,,,,,Effect of 12-month treatment with metformin and/or oral contraceptives on health-related quality of life in polycystic ovary syndrome,pmid:29658344,10.1080/09513590.2018.1460343
4.0,4.2 / 4.3,728,85.0,"Glintborg D, Mumm H, Holst JJ, Andersen M. Effect of oral contraceptives and/or metformin on GLP-1 secretion and reactive hypoglycaemia in polycystic ovary syndrome. Endocr Connect. 2017;6(4):267-77.",primary_citation,,Glintborg D,2017,"Glintborg D et al., 2017",10.1530/ec-17-0034,,,,,Effect of oral contraceptives and/or metformin on GLP-1 secretion and reactive hypoglycaemia in polycystic ovary syndrome,pmid:28432082,10.1530/ec-17-0034
4.0,4.2 / 4.3,729,85.0,"Gu M, Ruan X, Li Y, Li T, Yin C, Mueck AO. Effect on the cardiovascular independent risk factor lipoprotein(a) in overweight or obese PCOS patients with ethinyl-estradiol/drospirenone alone or plus orlistat. Gynecol Endocrinol. 2022;38(7):598-602.",primary_citation,,Gu M,2022,"Gu M et al., 2022",10.1080/09513590.2022.2078805,,,,,Effect on the cardiovascular independent risk factor lipoprotein(a) in overweight or obese PCOS patients with ethinyl-estradiol/drospirenone alone or plus orlistat,pmid:35616272,10.1080/09513590.2022.2078805
4.0,4.2 / 4.3,730,85.0,"Hagag P, Steinschneider M, Weiss M. Role of the combination spironolactone-norgestimate-estrogen in Hirsute women with polycystic ovary syndrome. J Reprod Med. 2014;59(9-10):455-63.",primary_citation,,Hagag P,2014,"Hagag P et al., 2014",,25330687.0,W214894366,22317157.0,,Role of the combination spironolactone-norgestimate-estrogen in Hirsute women with polycystic ovary syndrome.,pmid:25330687,
4.0,4.2 / 4.3,731,85.0,"Harborne L, Fleming R, Lyall H, Sattar N, Norman J. Metformin or antiandrogen in the treatment of hirsutism in polycystic ovary syndrome. The Journal of clinical endocrinology and metabolism. 2003;88(9):4116-23.",primary_citation,,Harborne L,2003,"Harborne L et al., 2003",10.1210/jc.2003-030424,,,,,Metformin or Antiandrogen in the Treatment of Hirsutism in Polycystic Ovary Syndrome,pmid:12970273,10.1210/jc.2003-030424
4.0,4.2 / 4.3,732,85.0,"Hoeger K, Davidson K, Kochman L, Cherry T, Kopin L, Guzick DS. The impact of metformin, oral contraceptives, and lifestyle modification on polycystic ovary syndrome in obese adolescent women in two randomized, placebo-controlled clinical trials. The Journal of clinical endocrinology and metabolism. 2008;93(11):4299-306.",primary_citation,,Hoeger K,2008,"Hoeger K et al., 2008",10.1210/jc.2008-0461,,,,,"The Impact of Metformin, Oral Contraceptives, and Lifestyle Modification on Polycystic Ovary Syndrome in Obese Adolescent Women in Two Randomized, Placebo-Controlled Clinical Trials",pmid:18728175,10.1210/jc.2008-0461
4.0,4.2 / 4.3,733,85.0,"Ibáñez L, de Zegher F. Ethinylestradiol-drospirenone, flutamide-metformin, or both for adolescents and women with hyperinsulinemic hyperandrogenism: opposite effects on adipocytokines and body adiposity. The Journal of clinical endocrinology and metabolism. 2004;89(4):1592-7.",primary_citation,,Ibáñez L,2004,"Ibáñez L et al., 2004",10.1210/jc.2003-031281,,,,,"Ethinylestradiol-Drospirenone, Flutamide-Metformin, or Both for Adolescents and Women with Hyperinsulinemic Hyperandrogenism: Opposite Effects on Adipocytokines and Body Adiposity",pmid:15070917,10.1210/jc.2003-031281
4.0,4.2 / 4.3,734,85.0,"Ibáñez L, de Zegher F. Flutamide-metformin plus ethinylestradiol-drospirenone for lipolysis and antiatherogenesis in young women with ovarian hyperandrogenism: the key role of metformin at the start and after more than one year of therapy. The Journal of clinical endocrinology and metabolism. 2005;90(1):39-43.",primary_citation,,Ibáñez L,2005,"Ibáñez L et al., 2005",10.1210/jc.2003-031281,,,,,"Ethinylestradiol-Drospirenone, Flutamide-Metformin, or Both for Adolescents and Women with Hyperinsulinemic Hyperandrogenism: Opposite Effects on Adipocytokines and Body Adiposity",pmid:15070917,10.1210/jc.2003-031281
4.0,4.2 / 4.3,735,85.0,"Ibáñez L, Díaz M, García-Beltrán C, Malpique R, Garde E, López-Bermejo A, et al. Toward a Treatment Normalizing Ovulation Rate in Adolescent Girls With Polycystic Ovary Syndrome. J Endocr Soc. 2020;4(5):bvaa032.",primary_citation,,Ibáñez L,2020,"Ibáñez L et al., 2020",10.1210/jendso/bvaa032,,,,,Toward a Treatment Normalizing Ovulation Rate in Adolescent Girls With Polycystic Ovary Syndrome,pmid:32342022,10.1210/jendso/bvaa032
4.0,4.2 / 4.3,736,85.0,"de Zegher F, Díaz M, Villarroya J, Cairó M, López-Bermejo A, Villarroya F, et al. The relative deficit of GDF15 in adolescent girls with PCOS can be changed into an abundance that reduces liver fat. Sci Rep. 2021;11(1):7018.",primary_citation,,de Zegher F,2021,"de Zegher F et al., 2021",10.1038/s41598-021-86317-9,,,,,The relative deficit of GDF15 in adolescent girls with PCOS can be changed into an abundance that reduces liver fat,pmid:33782413,10.1038/s41598-021-86317-9
4.0,4.2 / 4.3,737,85.0,"Malpique R, Sánchez-Infantes D, Garcia-Beltran C, Taxerås SD, López-Bermejo A, de Zegher F, et al. Towards a circulating marker of hepato-visceral fat excess: S100A4 in adolescent girls with polycystic ovary syndrome - Evidence from randomized clinical trials. Pediatr Obes. 2019;14(5):e12500.",primary_citation,,Malpique R,2019,"Malpique R et al., 2019",10.1111/ijpo.12500,,,,,Towards a circulating marker of hepato‐visceral fat excess: S100A4 in adolescent girls with polycystic ovary syndrome — Evidence from randomized clinical trials,pmid:30653851,10.1111/ijpo.12500
4.0,4.2 / 4.3,738,85.0,"Ibáñez L, del Río L, Díaz M, Sebastiani G, Pozo ÓJ, López-Bermejo A, et al. Normalizing Ovulation Rate by Preferential Reduction of Hepato-Visceral Fat in Adolescent Girls With Polycystic Ovary Syndrome. J Adolesc Health. 2017;61(4):446-53.",primary_citation,,Ibáñez L,2017,"Ibáñez L et al., 2017",10.1016/j.jadohealth.2017.04.010,,,,,Normalizing Ovulation Rate by Preferential Reduction of Hepato-Visceral Fat in Adolescent Girls With Polycystic Ovary Syndrome,pmid:28712591,10.1016/j.jadohealth.2017.04.010
4.0,4.2 / 4.3,739,85.0,"Díaz M, Gallego-Escuredo JM, López-Bermejo A, de Zegher F, Villarroya F, Ibáñez L. Low-Dose Spironolactone-Pioglitazone-Metformin Normalizes Circulating Fetuin-A Concentrations in Adolescent Girls with Polycystic Ovary Syndrome. Int J Endocrinol. 2018;2018:4192940.",primary_citation,,Díaz M,2018,"Díaz M et al., 2018",10.1155/2018/4192940,,,,,Low-Dose Spironolactone-Pioglitazone-Metformin Normalizes Circulating Fetuin-A Concentrations in Adolescent Girls with Polycystic Ovary Syndrome,pmid:30123261,10.1155/2018/4192940
4.0,4.2 / 4.3,740,85.0,"Kahraman K, Sükür YE, Atabekoğlu CS, Ateş C, Taşkın S, Cetinkaya SE, et al. Comparison of two oral contraceptive forms containing cyproterone acetate and drospirenone in the treatment of patients with polycystic ovary syndrome: a randomized clinical trial. Arch Gynecol Obstet. 2014;290(2):321-8.",primary_citation,,Kahraman K,2014,"Kahraman K et al., 2014",10.1007/s00404-014-3217-5,,,,,Comparison of two oral contraceptive forms containing cyproterone acetate and drospirenone in the treatment of patients with polycystic ovary syndrome: a randomized clinical trial,pmid:24676694,10.1007/s00404-014-3217-5
